epoch,step,train_acc,train_loss,val_loss
3,2499,0.375,1.2394921779632568,
3,2549,0.34375,1.6161789894104004,
3,2599,0.40625,1.3910362720489502,
3,2649,0.4375,1.395753264427185,
3,2699,0.65625,1.1851649284362793,
3,2749,0.5,1.3996431827545166,
3,2799,0.34375,1.4821780920028687,
3,2849,0.34375,1.384863018989563,
3,2899,0.25,1.3895480632781982,
3,2949,0.46875,1.2149945497512817,
3,2999,0.4375,1.3528788089752197,
3,3049,0.4375,1.3334470987319946,
3,3099,0.375,1.3874731063842773,
3,3149,0.40625,1.4785913228988647,
3,3199,0.40625,1.342523217201233,
3,3227,,,1.3096516132354736
4,3249,0.53125,1.2348450422286987,
4,3299,0.46875,1.282975196838379,
4,3349,0.5,1.187758445739746,
4,3399,0.5,1.3740482330322266,
4,3449,0.59375,1.2129260301589966,
4,3499,0.46875,1.3062041997909546,
4,3549,0.46875,1.615955114364624,
4,3599,0.5625,1.0801904201507568,
4,3649,0.40625,1.3086740970611572,
4,3699,0.40625,1.29807448387146,
4,3749,0.625,1.1525506973266602,
4,3799,0.46875,1.2284377813339233,
4,3849,0.46875,1.2488384246826172,
4,3899,0.4375,1.4955577850341797,
4,3949,0.28125,1.3541120290756226,
4,3999,0.5,1.1757782697677612,
4,4034,,,1.2881397008895874
5,4049,0.5,1.167405605316162,
5,4099,0.40625,1.2868423461914062,
5,4149,0.40625,1.2763066291809082,
5,4199,0.5,1.0922490358352661,
5,4249,0.375,1.3849024772644043,
5,4299,0.53125,1.1180580854415894,
5,4349,0.53125,1.1308308839797974,
5,4399,0.375,1.3815621137619019,
5,4449,0.4375,1.407303810119629,
5,4499,0.40625,1.3420733213424683,
5,4549,0.34375,1.3199830055236816,
5,4599,0.4375,1.2299541234970093,
5,4649,0.40625,1.4065756797790527,
5,4699,0.3125,1.4839539527893066,
5,4749,0.40625,1.3050477504730225,
5,4799,0.53125,1.3591612577438354,
5,4841,,,1.2689460515975952
6,4849,0.5,1.346590280532837,
6,4899,0.53125,1.1570703983306885,
6,4949,0.53125,1.2211012840270996,
6,4999,0.5,1.084733009338379,
6,5049,0.5,1.2045434713363647,
6,5099,0.53125,1.0099101066589355,
6,5149,0.5625,1.1462520360946655,
6,5199,0.5625,1.2438544034957886,
6,5249,0.40625,1.4567844867706299,
6,5299,0.625,1.1470507383346558,
6,5349,0.4375,1.349454402923584,
6,5399,0.53125,1.0341238975524902,
6,5449,0.46875,1.1212769746780396,
6,5499,0.40625,1.3396012783050537,
6,5549,0.40625,1.2911019325256348,
6,5599,0.3125,1.4300264120101929,
6,5648,,,1.2675591707229614
7,5649,0.4375,1.1952263116836548,
7,5699,0.46875,1.44437575340271,
7,5749,0.65625,1.1948697566986084,
7,5799,0.5625,1.246294617652893,
7,5849,0.375,1.2448794841766357,
7,5899,0.53125,1.3304682970046997,
7,5949,0.5,1.1727403402328491,
7,5999,0.65625,0.975432813167572,
7,6049,0.5,1.426468014717102,
7,6099,0.4375,1.34661066532135,
7,6149,0.53125,1.1218929290771484,
7,6199,0.40625,1.4195505380630493,
7,6249,0.34375,1.4289391040802002,
7,6299,0.625,1.0644915103912354,
7,6349,0.46875,1.3293778896331787,
7,6399,0.5625,1.263719916343689,
7,6449,0.59375,1.08571195602417,
7,6455,,,1.2533776760101318
8,6499,0.46875,1.5668576955795288,
8,6549,0.59375,1.0365724563598633,
8,6599,0.375,1.3276492357254028,
8,6649,0.78125,1.0294270515441895,
8,6699,0.4375,1.1851054430007935,
8,6749,0.59375,1.0236620903015137,
8,6799,0.375,1.2596933841705322,
8,6849,0.40625,1.2871482372283936,
8,6899,0.5625,1.1847494840621948,
8,6949,0.5,1.2805463075637817,
8,6999,0.46875,1.1953736543655396,
8,7049,0.46875,1.245165228843689,
8,7099,0.53125,1.0734561681747437,
8,7149,0.59375,1.2184972763061523,
8,7199,0.5,1.2000541687011719,
8,7249,0.375,1.28955078125,
8,7262,,,1.2589741945266724
9,7299,0.5,1.129029631614685,
9,7349,0.4375,1.1774719953536987,
9,7399,0.4375,1.2536261081695557,
9,7449,0.53125,1.10398530960083,
9,7499,0.5,1.1972118616104126,
9,7549,0.53125,1.1134910583496094,
9,7599,0.46875,1.1374934911727905,
9,7649,0.28125,1.5474385023117065,
9,7699,0.65625,0.9467549324035645,
9,7749,0.5,1.1055972576141357,
9,7799,0.71875,0.9826359152793884,
9,7849,0.5,1.1961325407028198,
9,7899,0.46875,1.1405608654022217,
9,7949,0.46875,1.1983420848846436,
9,7999,0.65625,1.0723034143447876,
9,8049,0.53125,1.2341924905776978,
9,8069,,,1.262231707572937
10,8099,0.5,1.088676929473877,
10,8149,0.59375,0.9764702916145325,
10,8199,0.5625,1.2815815210342407,
10,8249,0.5,1.2050584554672241,
10,8299,0.46875,1.3351974487304688,
10,8349,0.5,1.1899645328521729,
10,8399,0.5,1.189718246459961,
10,8449,0.4375,1.3014583587646484,
10,8499,0.46875,1.118769645690918,
10,8549,0.625,1.055462121963501,
10,8599,0.5625,1.1742842197418213,
10,8649,0.53125,1.200972080230713,
10,8699,0.4375,1.3508121967315674,
10,8749,0.46875,1.3050121068954468,
10,8799,0.53125,1.178939938545227,
10,8849,0.59375,1.1530386209487915,
10,8876,,,1.261968970298767
11,8899,0.46875,1.1931477785110474,
11,8949,0.59375,1.0645023584365845,
11,8999,0.71875,1.1261484622955322,
11,9049,0.5625,1.075687050819397,
11,9099,0.53125,1.2191487550735474,
11,9149,0.40625,1.4214965105056763,
11,9199,0.4375,1.1634453535079956,
11,9249,0.5,1.626478672027588,
11,9299,0.625,1.2126420736312866,
11,9349,0.5625,1.0961521863937378,
11,9399,0.53125,1.1416699886322021,
11,9449,0.46875,1.244819164276123,
11,9499,0.625,1.0511051416397095,
11,9549,0.59375,0.9742193222045898,
11,9599,0.59375,1.0062828063964844,
11,9649,0.46875,1.1438549757003784,
11,9683,,,1.2693203687667847
12,9699,0.5,1.1771583557128906,
12,9749,0.5625,1.271551489830017,
12,9799,0.53125,0.950104832649231,
12,9849,0.625,1.004962682723999,
12,9899,0.59375,1.0761256217956543,
12,9949,0.59375,1.053856372833252,
12,9999,0.53125,1.027122139930725,
12,10049,0.34375,1.416364312171936,
12,10099,0.3125,1.5923515558242798,
12,10149,0.40625,1.3036843538284302,
12,10199,0.46875,1.1115002632141113,
12,10249,0.6875,0.9283031821250916,
12,10299,0.625,1.0605899095535278,
12,10349,0.40625,1.2573966979980469,
12,10399,0.4375,1.253590703010559,
12,10449,0.65625,0.9495449066162109,
12,10490,,,1.273833990097046
13,10499,0.625,1.0248632431030273,
13,10549,0.65625,1.0732672214508057,
13,10599,0.65625,0.9245315194129944,
13,10649,0.5625,1.1958163976669312,
13,10699,0.6875,1.1354469060897827,
13,10749,0.65625,1.2349234819412231,
13,10799,0.53125,1.0793366432189941,
13,10849,0.53125,1.362639307975769,
13,10899,0.46875,1.211295485496521,
13,10949,0.40625,1.2152957916259766,
13,10999,0.65625,1.0980446338653564,
13,11049,0.625,1.0244485139846802,
13,11099,0.46875,1.1036030054092407,
13,11149,0.5,1.0249011516571045,
13,11199,0.5,1.290961742401123,
13,11249,0.5625,1.1040925979614258,
13,11297,,,1.2735004425048828
14,11299,0.53125,1.122380018234253,
14,11349,0.53125,1.0581871271133423,
14,11399,0.625,0.9622485637664795,
14,11449,0.65625,1.040553331375122,
14,11499,0.5,1.0630874633789062,
14,11549,0.65625,0.9768657088279724,
14,11599,0.46875,1.0552306175231934,
14,11649,0.5,1.1192917823791504,
14,11699,0.5,1.24111008644104,
14,11749,0.59375,1.1124200820922852,
14,11799,0.53125,1.0415078401565552,
14,11849,0.53125,0.9555731415748596,
14,11899,0.65625,0.8834686279296875,
14,11949,0.625,0.8889477849006653,
14,11999,0.65625,0.9251598119735718,
14,12049,0.5625,0.9966450333595276,
14,12099,0.625,1.1740678548812866,
14,12104,,,1.27384614944458
15,12149,0.53125,1.048952579498291,
15,12199,0.78125,0.9248536825180054,
15,12249,0.40625,1.309281587600708,
15,12299,0.53125,1.0544495582580566,
15,12349,0.625,0.871364951133728,
15,12399,0.5625,1.056463599205017,
15,12449,0.4375,1.278519630432129,
15,12499,0.5,1.1585936546325684,
15,12549,0.5625,1.0543240308761597,
15,12599,0.5,1.1585328578948975,
15,12649,0.4375,1.2540446519851685,
15,12699,0.5,0.9444509744644165,
15,12749,0.625,0.9914671182632446,
15,12799,0.65625,0.878235936164856,
15,12849,0.59375,1.0208258628845215,
15,12899,0.5625,0.9899461269378662,
15,12911,,,1.2680580615997314
16,12949,0.46875,1.3270257711410522,
16,12999,0.53125,1.102447748184204,
16,13049,0.65625,0.8924751877784729,
16,13099,0.59375,0.9615651965141296,
16,13149,0.625,1.0018503665924072,
16,13199,0.5625,1.1386826038360596,
16,13249,0.5,1.3435312509536743,
16,13299,0.6875,0.7746257781982422,
16,13349,0.59375,0.8963912725448608,
16,13399,0.53125,0.99126797914505,
16,13449,0.59375,1.0833871364593506,
16,13499,0.71875,0.7666333913803101,
16,13549,0.625,1.0728482007980347,
16,13599,0.65625,1.0330162048339844,
16,13649,0.4375,1.2736769914627075,
16,13699,0.59375,1.0911931991577148,
16,13718,,,1.2844741344451904
17,13749,0.5,1.1057409048080444,
17,13799,0.5,1.1093615293502808,
17,13849,0.53125,1.1039252281188965,
17,13899,0.5,1.3363808393478394,
17,13949,0.53125,1.1996747255325317,
17,13999,0.5,1.211221694946289,
17,14049,0.46875,1.0650895833969116,
17,14099,0.4375,1.3424896001815796,
17,14149,0.59375,1.2053210735321045,
17,14199,0.53125,1.1656054258346558,
17,14249,0.625,0.9158259034156799,
17,14299,0.46875,1.2582769393920898,
17,14349,0.5625,1.1340596675872803,
17,14399,0.65625,0.9677289128303528,
17,14449,0.5625,1.0919607877731323,
17,14499,0.59375,1.124711513519287,
17,14525,,,1.291579246520996
18,14549,0.59375,0.868750274181366,
18,14599,0.375,1.2332417964935303,
18,14649,0.28125,1.5049388408660889,
18,14699,0.28125,1.2057079076766968,
18,14749,0.5625,1.0811413526535034,
18,14799,0.625,0.8259503841400146,
18,14849,0.59375,0.8057806491851807,
18,14899,0.53125,1.1582307815551758,
18,14949,0.46875,1.1878045797348022,
18,14999,0.625,1.2796401977539062,
18,15049,0.6875,0.9682796001434326,
18,15099,0.65625,1.0105592012405396,
18,15149,0.59375,1.0011298656463623,
18,15199,0.59375,0.9453404545783997,
18,15249,0.53125,1.2564806938171387,
18,15299,0.5,1.2354159355163574,
18,15332,,,1.2984514236450195
19,15349,0.65625,0.929246723651886,
19,15399,0.4375,1.2336804866790771,
19,15449,0.59375,0.928803026676178,
19,15499,0.5,1.3353705406188965,
19,15549,0.625,0.9663066864013672,
19,15599,0.5625,1.177416205406189,
19,15649,0.375,1.423520803451538,
19,15699,0.40625,1.366211175918579,
19,15749,0.40625,1.1511242389678955,
19,15799,0.78125,0.6625707149505615,
19,15849,0.40625,1.2392735481262207,
19,15899,0.59375,1.1741490364074707,
19,15949,0.40625,1.421626329421997,
19,15999,0.5625,1.1274693012237549,
19,16049,0.5625,1.3586475849151611,
19,16099,0.625,0.9491885900497437,
19,16139,,,1.3074144124984741
